true species,guessed species,correct?
Quercus imbricaria,Quercus stellata,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Quercus phellos,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Quercus lyrata,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Quercus stellata,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Quercus stellata,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Quercus stellata,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Acer saccharum,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus imbricaria,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus nigra,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus lyrata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus phellos,1
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus phellos,1
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus laurifolia,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus stellata,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Acer saccharum,0
Quercus phellos,Betula lenta,0
Quercus phellos,Betula lenta,0
Quercus phellos,Quercus lyrata,0
Quercus phellos,Betula lenta,0
